image_path,lanna_text,thai_translation,reading,font,font_size
images/lanna_00045_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,58
images/lanna_00046_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,78
images/lanna_00047_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,79
images/lanna_00048_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,70
images/lanna_00049_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,70
images/lanna_00050_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,81
images/lanna_00051_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,67
images/lanna_00052_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,77
images/lanna_00053_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,83
images/lanna_00054_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,77
images/lanna_00055_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,60
images/lanna_00056_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,66
images/lanna_00057_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,69
images/lanna_00058_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,75
images/lanna_00059_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,82
images/lanna_00060_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,73
images/lanna_00061_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,74
images/lanna_00062_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,84
images/lanna_00063_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,59
images/lanna_00064_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,82
images/lanna_00065_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,78
images/lanna_00066_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,79
images/lanna_00067_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,75
images/lanna_00068_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,62
images/lanna_00069_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,77
images/lanna_00070_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,83
images/lanna_00071_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,75
images/lanna_00072_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,77
images/lanna_00073_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,59
images/lanna_00074_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,83
images/lanna_00075_LNTilok.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LNTilok,77
images/lanna_00076_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,LN-TILOK-6.10,79
images/lanna_00077_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Bold,68
images/lanna_00078_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,PayapLanna-Regular,66
images/lanna_00079_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩲᩉ᩠ᨾ᩵,เชียงใหม่,เจียง-ใหม่,NotoSansTaiTham,59
images/lanna_00080_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,83
images/lanna_00081_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,65
images/lanna_00082_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,70
images/lanna_00083_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,66
images/lanna_00084_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,62
images/lanna_00085_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,71
images/lanna_00086_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,63
images/lanna_00087_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,70
images/lanna_00088_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,61
images/lanna_00089_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,58
images/lanna_00090_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,64
images/lanna_00091_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,82
images/lanna_00092_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,74
images/lanna_00093_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,61
images/lanna_00094_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,80
images/lanna_00095_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,61
images/lanna_00096_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,79
images/lanna_00097_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,69
images/lanna_00098_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,78
images/lanna_00099_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,84
images/lanna_00100_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,64
images/lanna_00101_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,73
images/lanna_00102_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,79
images/lanna_00103_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,66
images/lanna_00104_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,65
images/lanna_00105_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,63
images/lanna_00106_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,83
images/lanna_00107_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,77
images/lanna_00108_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,75
images/lanna_00109_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,62
images/lanna_00110_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,84
images/lanna_00111_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,75
images/lanna_00112_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,67
images/lanna_00113_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,68
images/lanna_00114_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,62
images/lanna_00115_LNTilok.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,63
images/lanna_00116_LN-TILOK-6.10.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,85
images/lanna_00117_PayapLanna-Bold.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,62
images/lanna_00118_PayapLanna-Regular.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,63
images/lanna_00119_NotoSansTaiTham.jpg,ᨩ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,80
images/lanna_00120_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,59
images/lanna_00121_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,71
images/lanna_00122_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,82
images/lanna_00123_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,66
images/lanna_00124_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,62
images/lanna_00125_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,61
images/lanna_00126_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,83
images/lanna_00127_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,70
images/lanna_00128_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,72
images/lanna_00129_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,81
images/lanna_00130_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,61
images/lanna_00131_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,70
images/lanna_00132_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,76
images/lanna_00133_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,81
images/lanna_00134_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,84
images/lanna_00135_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,82
images/lanna_00136_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,74
images/lanna_00137_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,68
images/lanna_00138_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,63
images/lanna_00139_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,80
images/lanna_00140_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,72
images/lanna_00141_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,62
images/lanna_00142_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,73
images/lanna_00143_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,70
images/lanna_00144_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,66
images/lanna_00145_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,80
images/lanna_00146_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,61
images/lanna_00147_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,59
images/lanna_00148_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,85
images/lanna_00149_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,80
images/lanna_00150_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,69
images/lanna_00151_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,82
images/lanna_00152_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,62
images/lanna_00153_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,67
images/lanna_00154_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,85
images/lanna_00155_LNTilok.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LNTilok,72
images/lanna_00156_LN-TILOK-6.10.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,LN-TILOK-6.10,64
images/lanna_00157_PayapLanna-Bold.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Bold,69
images/lanna_00158_PayapLanna-Regular.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,PayapLanna-Regular,76
images/lanna_00159_NotoSansTaiTham.jpg,ᨧ᩠ᨿᨦᩁᩣ᩠ᨿ,เชียงราย,เจียง-ฮาย,NotoSansTaiTham,77
